Source,Target,Weight,Type
amitriptyline,calcitonin_gene_related_peptid,3,Undirected
amitriptyline,monthly_migraine_days,2,Undirected
botulinum_toxins,calcitonin_gene_related_inhibi,5,Undirected
botulinum_toxins,calcitonin_gene_related_peptid,2,Undirected
botulinum_toxins,galcanezumab,2,Undirected
botulinum_toxins,propranolol,2,Undirected
calcitonin_gene_related,cost_effectiveness,2,Undirected
calcitonin_gene_related,quality_adjusted_life_years,3,Undirected
calcitonin_gene_related_inhibi,calcitonin_gene_related_peptid,3,Undirected
calcitonin_gene_related_inhibi,erenumab,10,Undirected
calcitonin_gene_related_inhibi,fremanezumab,5,Undirected
calcitonin_gene_related_inhibi,monthly_migraine_days,5,Undirected
calcitonin_gene_related_peptid,propranolol,4,Undirected
calcitonin_gene_related_peptid,topiramate,4,Undirected
cost_effectiveness,fremanezumab,2,Undirected
cost_effectiveness,monthly_migraine_days,2,Undirected
erenumab,propranolol,8,Undirected
erenumab,quality_adjusted_life_years,2,Undirected
erenumab,topiramate,10,Undirected
fremanezumab,propranolol,6,Undirected
fremanezumab,quality_adjusted_life_years,2,Undirected
fremanezumab,topiramate,7,Undirected
monoclonal_antibodies,propranolol,5,Undirected
monoclonal_antibodies,topiramate,6,Undirected
monthly_migraine_days,propranolol,2,Undirected
monthly_migraine_days,quality_adjusted_life_years,2,Undirected
monthly_migraine_days,topiramate,5,Undirected
calcitonin_gene_related_peptid,disability,4,Undirected
migraine_therapy,topiramate,10,Undirected
migraine_specific_quality_life,quality,2,Undirected
disability_evaluation,erenumab,3,Undirected
disability_evaluation,migraine_therapy,5,Undirected
migraine_therapy,preventive_therapy,2,Undirected
monthly_migraine_days,preventive_therapy,2,Undirected
preventive_therapy,treatment_outcome,3,Undirected
medication_overuse,treatment_outcome,4,Undirected
absenteeism,emergency_department,3,Undirected
absenteeism,hospitalization,4,Undirected
absenteeism,treatment_failure,2,Undirected
cost_illness,emergency_department,3,Undirected
disability,treatment_failure,4,Undirected
economic_burden,emergency_department,2,Undirected
economic_burden,treatment_failure,2,Undirected
emergency_department,presenteeism,3,Undirected
emergency_department,treatment_failure,4,Undirected
hospitalization,presenteeism,4,Undirected
hospitalization,treatment_failure,3,Undirected
presenteeism,treatment_failure,2,Undirected
disability_evaluation,monthly_migraine_days,3,Undirected
botulinum,economic_burden,3,Undirected
botulinum,preventive_treatment,2,Undirected
botulinum_toxins,economic_burden,2,Undirected
botulinum_toxins,preventive_treatment,3,Undirected
economic_burden,onabotulinumtoxina,2,Undirected
headache_days,trigeminal,6,Undirected
onabotulinumtoxina,preventive_treatment,2,Undirected
preventive_treatment,therapy,2,Undirected
preventive_treatment,treatment_outcome,7,Undirected
therapy,trigeminal,6,Undirected
headache_days,stigma,3,Undirected
migraine_without_therapy,treatment_outcome,2,Undirected
medication_overuse_headache,prophylactic_treatment,3,Undirected
migraine_therapy,oxidative_stress,2,Undirected
anxiety,emergency_department,6,Undirected
emergency_department,health_related_quality_life,2,Undirected
headache_days,treatment_failure,3,Undirected
pain_management,therapy,3,Undirected
calcitonin_gene_related_peptid,medication_overuse_headache,2,Undirected
gepants,medication_overuse_headache,3,Undirected
calcitonin_gene_related_peptid,calcitonin_gene_related_peptid,8,Undirected
botulinum,calcitonin_gene_related_peptid,5,Undirected
burden,health_related_quality_life,3,Undirected
burden,hospitalization,2,Undirected
burden,presenteeism,4,Undirected
burden,work_productivity,4,Undirected
cerebral_blood_flow,stroke,2,Undirected
anxiety,calcitonin_gene_related_use,2,Undirected
calcitonin_gene_related_use,depression,3,Undirected
calcitonin_gene_related_use,health_related_quality_life,2,Undirected
health_related_quality_life,migraine_therapy,3,Undirected
anxiety,occipital_nerve,3,Undirected
calcitonin_gene_related_use,fremanezumab,2,Undirected
calcitonin_gene_related_use,galcanezumab,3,Undirected
calcitonin_gene_related_use,monthly_migraine_days,5,Undirected
disability,interventional,3,Undirected
interventional,migraine_therapy,2,Undirected
cluster_headache,occipital_nerve,6,Undirected
migraine_therapy,relaxation,3,Undirected
calcitonin_gene_related_peptid,monthly_migraine_days,8,Undirected
erenumab,prophylactic_treatment,2,Undirected
monthly_migraine_days,prophylactic_treatment,3,Undirected
cgrp_receptor,cortical_spreading_depression,2,Undirected
cgrp_receptor,depression,2,Undirected
cgrp_receptor,neurogenic_inflammation,3,Undirected
cgrp_receptor,propranolol,2,Undirected
cgrp_receptor,vascular,11,Undirected
cortical_spreading_depression,monoclonal_antibodies,2,Undirected
cortical_spreading_depression,quality_life,3,Undirected
cortical_spreading_depression,vascular,13,Undirected
monoclonal_antibodies,neurogenic_inflammation,2,Undirected
monoclonal_antibodies,vascular,11,Undirected
propranolol,vascular,6,Undirected
alzheimer,inflammatory,2,Undirected
alzheimer,vascular,5,Undirected
medication_overuse_headache,trigeminal,3,Undirected
onabotulinumtoxina,topiramate,6,Undirected
burden,economic_burden,4,Undirected
disability,medication_overuse_headache,2,Undirected
behavior_therapy,mindfulness,3,Undirected
disability_evaluation,medication_overuse_headache,3,Undirected
insomnia,quality,2,Undirected
quality,rls,2,Undirected
anti_inflammatory_agents,migraine_therapy,13,Undirected
anti_inflammatory_agents,propranolol,3,Undirected
anti_inflammatory_agents,therapy,2,Undirected
anti_inflammatory_agents,topiramate,6,Undirected
anti_inflammatory_agents,valproate,3,Undirected
disability,valproate,2,Undirected
migraine_therapy,propranolol,7,Undirected
migraine_therapy,valproate,4,Undirected
propranolol,therapy,4,Undirected
propranolol,triptans,4,Undirected
therapy,topiramate,2,Undirected
therapy,valproate,2,Undirected
topiramate,triptans,5,Undirected
triptans,valproate,2,Undirected
calcitonin_gene_related_peptid,fremanezumab,14,Undirected
calcitonin_gene_related_peptid,galcanezumab,14,Undirected
depression,greater_occipital_nerve,2,Undirected
disability,greater_occipital_nerve,4,Undirected
rls,treatment_outcome,4,Undirected
emergency_department,migraine_therapy,11,Undirected
migraine_therapy,migraine_specific_quality_life,2,Undirected
calcitonin_gene_related,medication_overuse,3,Undirected
medication_overuse,monthly_migraine_days,2,Undirected
calcitonin_gene_related,moh,3,Undirected
calcitonin_gene_related_peptid,stress,2,Undirected
erenumab,gepants,6,Undirected
botulinum_toxins,treatment,4,Undirected
headache_therapy,migraine_therapy,2,Undirected
treatment,treatment_outcome,11,Undirected
anxiety,cytokines,3,Undirected
chronic_pain,exercise,2,Undirected
cytokines,exercise,2,Undirected
exercise,inflammatory,4,Undirected
oxidative_stress,trigeminal,2,Undirected
stress,trigeminal,4,Undirected
calcitonin_gene_related_peptid,vestibular,2,Undirected
monoclonal_antibodies,vestibular,3,Undirected
monoclonal_antibodies,vestibular_migraine,2,Undirected
therapy,vestibular_migraine,2,Undirected
bipolar,ptsd,2,Undirected
bipolar,quality_life,3,Undirected
monthly_migraine_days,vascular,4,Undirected
botulinum,neuromodulation,4,Undirected
calcitonin_gene_related_peptid,neuromodulation,3,Undirected
neuromodulation,therapy,2,Undirected
chronic_pain,neuropathic_pain,4,Undirected
chronic_pain,tth,2,Undirected
neuropathic_pain,trigeminal,2,Undirected
neuromodulation,vestibular,4,Undirected
neuromodulation,vestibular_migraine,3,Undirected
health_related_quality_life,therapy,2,Undirected
erenumab,trigeminal,2,Undirected
fremanezumab,trigeminal,3,Undirected
galcanezumab,trigeminal,3,Undirected
disability,trigeminovascular,2,Undirected
calcitonin_gene_related,cost_benefit,2,Undirected
calcitonin_gene_related_peptid,drug_treatment,2,Undirected
drug_treatment,migraine_therapy,3,Undirected
drug_treatment,treatment_outcome,2,Undirected
treatment_outcome,trigger,2,Undirected
calcitonin_gene_related,migraine_specific_quality_life,2,Undirected
calcitonin_gene_related_peptid,fremanezumab,5,Undirected
fremanezumab,work_productivity,2,Undirected
bipolar,stress_disorders,2,Undirected
calcitonin_gene_related,pain_management,8,Undirected
disability_evaluation,vestibular,2,Undirected
disability_evaluation,vestibular_migraine,2,Undirected
disability_evaluation,tth,4,Undirected
psychological_distress,stress,3,Undirected
absenteeism,daily_functioning,2,Undirected
absenteeism,monthly_migraine_days,2,Undirected
burden,daily_functioning,2,Undirected
burden,monthly_migraine_days,2,Undirected
cost_illness,monthly_migraine_days,2,Undirected
daily_functioning,monthly_migraine_days,2,Undirected
daily_functioning,presenteeism,2,Undirected
daily_functioning,work_productivity,2,Undirected
monthly_migraine_days,presenteeism,2,Undirected
cortical_spreading_depression,disability,2,Undirected
cortical_spreading_depression,trigeminovascular,6,Undirected
diet,elimination_diet,3,Undirected
diet,trigeminovascular,2,Undirected
disability,elimination_diet,2,Undirected
calcitonin_gene_related,disability_evaluation,2,Undirected
headache_days,social_stigma,2,Undirected
behavior_therapy,biofeedback,4,Undirected
behavior_therapy,cognitive_behavioral_therapy,2,Undirected
biofeedback,migraine_therapy,2,Undirected
migraine_therapy,self_management,2,Undirected
propranolol,stress,3,Undirected
disability_evaluation,presenteeism,2,Undirected
anxiety,triggers,3,Undirected
stress,triggers,5,Undirected
medication_overuse_headache,medication_overuse_headache,2,Undirected
diet,insomnia,2,Undirected
cardiovascular,triptans,5,Undirected
pfo_closure,rls,2,Undirected
anti_inflammatory_agents,stroke,4,Undirected
anti_inflammatory_agents,vascular,5,Undirected
cardiovascular,migraine_therapy,2,Undirected
cardiovascular,cardiovascular_disease,7,Undirected
cardiovascular_disease,vascular,10,Undirected
cerebrovascular_circulation,vascular,4,Undirected
vascular,vasoconstriction,6,Undirected
sleep_apnea,stroke,4,Undirected
cardiovascular,cerebrovascular_disease,3,Undirected
cardiovascular_disease,cerebrovascular_disease,3,Undirected
cardiovascular_disease,stroke,7,Undirected
cerebrovascular_disease,ischemic_stroke,2,Undirected
vascular,vasodilation,5,Undirected
barometric,stress,2,Undirected
behavior_therapy,behavioral_treatment,2,Undirected
behavioral_treatment,stress,2,Undirected
stress,trigger,2,Undirected
calcitonin_gene_related,medication_overuse_headache,5,Undirected
calcitonin_gene_related_peptid,medication_overuse_headache,3,Undirected
calcitonin_gene_related_peptid,cardiovascular_diseases,2,Undirected
disease_management,treatment_outcome,2,Undirected
cluster_headache,headache_days,4,Undirected
brainstem,calcitonin_gene_related,6,Undirected
brainstem,cgrp_receptor,2,Undirected
brainstem,vascular,3,Undirected
calcitonin_gene_related_peptid,triptans,5,Undirected
calcitonin_gene_related_peptid,vascular,4,Undirected
cardiovascular_induced,triptans,3,Undirected
cardiovascular_induced,vascular,3,Undirected
cardiovascular_induced,vasoconstriction,3,Undirected
cgrp_receptor,triptans,4,Undirected
gepants,vascular,7,Undirected
triptans,vasoconstriction,4,Undirected
anti_inflammatory_agents,hypertension,2,Undirected
rls,vascular,2,Undirected
stroke_risk,vascular,5,Undirected
monoclonal_antibodies,trigeminovascular,8,Undirected
tth,vascular,3,Undirected
bipolar_disorder,epilepsy,3,Undirected
hypertension,stroke_risk,2,Undirected
hypertension,ischemic_stroke,5,Undirected
diet,stroke,4,Undirected
inflammatory,insomnia,3,Undirected
inflammatory,propranolol,4,Undirected
disability_evaluation,moh,3,Undirected
amitriptyline,medication_overuse_headache,2,Undirected
behavior_therapy,moh,2,Undirected
medication_overuse,topiramate,2,Undirected
medication_overuse_headache,topiramate,3,Undirected
drug_therapy,vascular,9,Undirected
brainstem,vestibular,3,Undirected
brainstem,vestibular_migraine,2,Undirected
diet,therapy,3,Undirected
alzheimer,hypertension,2,Undirected
alzheimer,vascular_dementia,2,Undirected
vascular,vascular_dementia,3,Undirected
vestibular,vestibular_function_tests,4,Undirected
lasmiditan,trigeminal,4,Undirected
lasmiditan,vasoconstriction,2,Undirected
cardiovascular_disease,cardiovascular_diseases,2,Undirected
stroke,stroke_young_adults,3,Undirected
stroke_young_adults,vascular,2,Undirected
brainstem,calcitonin_gene_related_peptid,2,Undirected
brainstem,central_sensitization,4,Undirected
calcitonin_gene_related,central_sensitization,4,Undirected
disability,psychological_treatment,2,Undirected
estrogen,menstrual_cycle,2,Undirected
estrogens,menstrual,4,Undirected
estrogens,stroke,2,Undirected
hormonal,menstrual_cycle,3,Undirected
headache_days,stroke,2,Undirected
asthma,stroke,2,Undirected
cerebrovascular_disease,patent_foramen_ovale,2,Undirected
prophylactic_treatment,vascular,2,Undirected
topiramate,vascular,2,Undirected
depression,trigeminal,12,Undirected
vestibular_diseases,vestibular_function_tests,2,Undirected
vestibular_function_tests,vestibular_migraine,2,Undirected
insomnia,sleep_quality,2,Undirected
calcitonin_gene_related_peptid,vascular,3,Undirected
trigeminal,trigeminal_autonomic_cephalalg,2,Undirected
calcitonin_gene_related,drug_treatment,3,Undirected
calcitonin_gene_related,trigeminal_ganglion,3,Undirected
calcitonin_gene_related_peptid,drug_treatment,2,Undirected
calcitonin_gene_related_peptid,trigeminal_ganglion,3,Undirected
calcitonin_gene_related_peptid,drug_treatment,2,Undirected
calcitonin_gene_related_peptid,trigeminal,4,Undirected
calcitonin_gene_related_peptid,triptans,4,Undirected
drug_treatment,gepants,2,Undirected
gepants,therapy,3,Undirected
trigeminal,trigeminal_ganglion,5,Undirected
barometric,weather,2,Undirected
anti_inflammatory_agents,medication_overuse_headache,3,Undirected
anti_inflammatory_agents,moh,2,Undirected
inflammatory,moh,2,Undirected
stress,trigger_factors,2,Undirected
exercise,menstrual,2,Undirected
menstrual_migraine,stress,2,Undirected
disability,remote_electrical_neuromodulat,5,Undirected
medication_overuse_headache,menstrual,2,Undirected
medication_overuse_headache,transcranial_magnetic_stimulat,3,Undirected
menstrual,transcranial_magnetic_stimulat,2,Undirected
menstrual,vagus_nerve_stimulation,3,Undirected
neuromodulation,transcranial_magnetic_stimulat,17,Undirected
transcranial_magnetic_stimulat,vagus_nerve_stimulation,8,Undirected
vagus_nerve_stimulation,vestibular,4,Undirected
vagus_nerve_stimulation,vestibular_migraine,3,Undirected
acupuncture,auricular_acupuncture,4,Undirected
acupuncture,neuromodulation,4,Undirected
acupuncture_points,vascular,2,Undirected
greater_occipital_nerve,headache_days,3,Undirected
occipital_nerve,treatment,4,Undirected
acute_treatment,migraine_therapy,2,Undirected
amitriptyline,anti_inflammatory_agents,2,Undirected
anti_inflammatory_agents,calcitonin_gene_related,7,Undirected
calcitonin_gene_related,migraine_treatment,2,Undirected
migraine_therapy,migraine_treatment,3,Undirected
botulinum,occipital_nerve_stimulation,2,Undirected
economic_burden,neuromodulation,2,Undirected
radiotherapy,stroke,6,Undirected
emergency_department,therapy,3,Undirected
monthly_migraine_days,tms,4,Undirected
monthly_migraine_days,transcranial_magnetic,3,Undirected
diet,dietary_supplements,5,Undirected
neuromodulation,trigeminovascular,3,Undirected
neuromodulation,vascular,6,Undirected
trigeminovascular,triptans,2,Undirected
greater_occipital_nerve,interventional,2,Undirected
interventional,occipital_nerve,2,Undirected
interventional,treatment_outcome,3,Undirected
inflammatory,topiramate,5,Undirected
calcitonin_gene_related,molecular_targeted_therapy,12,Undirected
calcitonin_gene_related_inhibi,calcitonin_gene_related_peptid,5,Undirected
calcitonin_gene_related_inhibi,cgrp_receptor,5,Undirected
calcitonin_gene_related_inhibi,gepants,3,Undirected
calcitonin_gene_related_inhibi,molecular_targeted_therapy,2,Undirected
calcitonin_gene_related_peptid,cgrp_receptor,3,Undirected
calcitonin_gene_related_peptid,gepants,3,Undirected
calcitonin_gene_related_peptid,therapy,2,Undirected
cgrp_receptor,molecular_targeted_therapy,8,Undirected
cgrp_receptor,therapy,2,Undirected
gepants,molecular_targeted_therapy,3,Undirected
migraine_therapy,molecular_targeted_therapy,3,Undirected
molecular_targeted_therapy,monoclonal_antibodies,8,Undirected
molecular_targeted_therapy,therapy,2,Undirected
daily_functioning,stress,2,Undirected
dietary_supplements,therapy,2,Undirected
calcitonin_gene_related,treatment,4,Undirected
inflammatory,treatment,4,Undirected
disability,patent_foramen_ovale,4,Undirected
diet,physical_therapy,2,Undirected
drug_therapy,emergency_department,12,Undirected
drug_therapy,treatment_failure,2,Undirected
acupuncture,inflammatory,10,Undirected
acupuncture,nerve_stimulation,5,Undirected
acupuncture,transcutaneous_auricular_vagus,2,Undirected
acupuncture,vagus_nerve_stimulation,3,Undirected
acupuncture_points,inflammatory,2,Undirected
acupuncture_points,nerve_stimulation,2,Undirected
acupuncture_points,vagus_nerve_stimulation,2,Undirected
inflammatory,vagus_nerve_stimulation,3,Undirected
nerve_stimulation,transcutaneous_auricular_vagus,5,Undirected
transcutaneous_auricular_vagus,vagus_nerve_stimulation,4,Undirected
calcitonin_gene_related_inhibi,preventive_treatment,2,Undirected
monthly_migraine_days,preventive_treatment,4,Undirected
cost_benefit,triptans,2,Undirected
calcitonin_gene_related_inhibi,drug_therapy,3,Undirected
drug_therapy,monthly_migraine_days,2,Undirected
anti_inflammatory_agents,combined_modality_therapy,2,Undirected
anti_inflammatory_agents,emergency_department,16,Undirected
anti_inflammatory_agents,gepants,3,Undirected
anti_inflammatory_agents,lasmiditan,4,Undirected
anti_inflammatory_agents,neuromodulation,4,Undirected
calcitonin_gene_related,combined_modality_therapy,3,Undirected
calcitonin_gene_related,emergency_department,2,Undirected
combined_modality_therapy,emergency_department,2,Undirected
combined_modality_therapy,inflammatory,2,Undirected
combined_modality_therapy,migraine_therapy,3,Undirected
combined_modality_therapy,neuromodulation,2,Undirected
emergency_department,gepants,2,Undirected
emergency_department,inflammatory,9,Undirected
emergency_department,neuromodulation,2,Undirected
emergency_department,triptans,4,Undirected
gepants,lasmiditan,3,Undirected
inflammatory,lasmiditan,4,Undirected
inflammatory,neuromodulation,5,Undirected
lasmiditan,migraine_therapy,2,Undirected
lasmiditan,neuromodulation,4,Undirected
migraine_therapy,neuromodulation,9,Undirected
cerebral_blood_flow,cerebrovascular_circulation,3,Undirected
anti_inflammatory_agents,treatment_outcome,13,Undirected
acupuncture,neural_mechanism,2,Undirected
acupuncture_therapy,neural_mechanism,2,Undirected
exercise_therapy,relaxation,5,Undirected
acupuncture,stress,5,Undirected
botulinum,cgrp_receptor,4,Undirected
botulinum,combined_modality_therapy,3,Undirected
cgrp_receptor,combined_modality_therapy,2,Undirected
cgrp_receptor,medication_overuse_headache,2,Undirected
erenumab,vascular,7,Undirected
medication_overuse_headache,monthly_migraine_days,2,Undirected
menstrual,prophylactic_treatment,2,Undirected
transcranial_magnetic_stimulat,treatment_outcome,14,Undirected
chronic_pain,physical_therapy_modalities,2,Undirected
chronic_pain,physiotherapy,2,Undirected
acupuncture,brainstem,2,Undirected
acupuncture_therapy,inflammatory,4,Undirected
brainstem,neurogenic_inflammation,2,Undirected
calcitonin_gene_related,neurogenic_inflammation,5,Undirected
calcitonin_gene_related,vasodilation,2,Undirected
calcitonin_gene_related_peptid,neurogenic_inflammation,3,Undirected
calcitonin_gene_related_peptid,vasodilation,2,Undirected
amitriptyline,exercise,2,Undirected
exercise,topiramate,2,Undirected
acute_treatment,vascular,3,Undirected
combined_modality_therapy,headache_days,5,Undirected
tension_type_headache,treatment_outcome,2,Undirected
chronic_pain,mindfulness,3,Undirected
electric_stimulation_therapy,inflammatory,3,Undirected
electric_stimulation_therapy,topiramate,2,Undirected
inflammatory,occipital_nerve,5,Undirected
inflammatory,occipital_nerve_stimulation,2,Undirected
medication_overuse_headache,nerve_stimulation,2,Undirected
medication_overuse_headache,occipital_nerve,2,Undirected
medication_overuse_headache,propranolol,2,Undirected
nerve_stimulation,triptans,4,Undirected
occipital_nerve,topiramate,2,Undirected
monthly_migraine_days,nerve_stimulation,3,Undirected
nerve_stimulation,transcranial_magnetic_stimulat,10,Undirected
nerve_stimulation,transcutaneous_electric_nerve_,20,Undirected
neuromodulation,transcutaneous_electric_nerve_,17,Undirected
transcranial_magnetic,transcutaneous_electric_nerve_,7,Undirected
transcranial_magnetic_stimulat,transcutaneous_electric_nerve_,9,Undirected
transcutaneous_electric_nerve_,vagus_nerve_stimulation,9,Undirected
mindfulness,yoga,3,Undirected
diet,headache_days,2,Undirected
acupuncture_analgesia,treatment_outcome,2,Undirected
anti_inflammatory_agents,transcutaneous_electric_nerve_,2,Undirected
transcutaneous_electric_nerve_,treatment_outcome,20,Undirected
external_trigeminal_nerve_stim,nerve_stimulation,6,Undirected
external_trigeminal_nerve_stim,neuromodulation,5,Undirected
external_trigeminal_nerve_stim,pain_management,2,Undirected
external_trigeminal_nerve_stim,treatment_outcome,3,Undirected
external_trigeminal_nerve_stim,trigeminal,6,Undirected
pain_management,tms,4,Undirected
pain_management,transcranial_magnetic,5,Undirected
pain_management,transcranial_magnetic_stimulat,5,Undirected
pain_management,trigeminal,11,Undirected
acute_treatment,inflammatory,2,Undirected
inflammatory,relaxation,2,Undirected
acupuncture,cluster_headache,3,Undirected
acupuncture,epilepsy,2,Undirected
acupuncture,transcutaneous_electric_nerve_,2,Undirected
cluster_headache,transcutaneous_electric_nerve_,6,Undirected
epilepsy,vagus_nerve_stimulation,5,Undirected
transcutaneous_auricular_vagus,transcutaneous_electric_nerve_,2,Undirected
occipital_nerve,occipital_nerve_block,3,Undirected
acupuncture_points,sham_acupuncture,2,Undirected
acupuncture_therapy,sham_acupuncture,4,Undirected
botulinum,transcranial_magnetic_stimulat,2,Undirected
botulinum,trigeminovascular,3,Undirected
botulinum_toxins,trigeminovascular,3,Undirected
chronic_pain,transcranial_magnetic_stimulat,2,Undirected
tms,vascular,3,Undirected
transcranial_magnetic,trigeminovascular,2,Undirected
transcranial_magnetic,vascular,4,Undirected
transcranial_magnetic_stimulat,trigeminovascular,2,Undirected
transcranial_magnetic_stimulat,vascular,4,Undirected
cluster_headache,transcranial_magnetic_stimulat,7,Undirected
calcitonin_gene_related_inhibi,calcitonin_gene_related_peptid,4,Undirected
calcitonin_gene_related_inhibi,vascular,3,Undirected
fremanezumab,vascular,4,Undirected
galcanezumab,vascular,2,Undirected
depression,trigeminal_nerve,3,Undirected
nerve_stimulation,trigeminal_nerve,9,Undirected
neuromodulation,peripheral_nerve_stimulation,2,Undirected
neuromodulation,trigeminal_nerve,8,Undirected
occipital_nerve,peripheral_nerve_stimulation,2,Undirected
occipital_nerve,transcutaneous_electric_nerve_,4,Undirected
occipital_nerve,trigeminal_nerve,3,Undirected
peripheral_nerve_stimulation,transcutaneous_electric_nerve_,2,Undirected
transcutaneous_electric_nerve_,trigeminal,9,Undirected
transcutaneous_electric_nerve_,trigeminal_nerve,6,Undirected
trigeminal,trigeminal_nerve,13,Undirected
calcitonin_gene_related,neuroinflammation,2,Undirected
depression,neuroinflammation,2,Undirected
neuroinflammation,stress,5,Undirected
neuroinflammation,trigeminal,4,Undirected
exercise,manual_therapy,8,Undirected
manual_therapy,tth,3,Undirected
disease_management,headache_days,2,Undirected
duration_therapy,treatment_outcome,2,Undirected
retreatment,treatment_outcome,3,Undirected
botulinum,botulinum_neurotoxin,3,Undirected
botulinum_neurotoxin,botulinum_toxins,3,Undirected
calcitonin_gene_related,pathophysiology,2,Undirected
calcitonin_gene_related_peptid,pathophysiology,2,Undirected
pathophysiology,trigeminal,2,Undirected
moh,monthly_migraine_days,2,Undirected
chronic_pain,transcutaneous_electric_nerve_,2,Undirected
nerve_stimulation,neural_mechanism,2,Undirected
neural_mechanism,treatment_outcome,2,Undirected
neural_mechanism,vagus_nerve_stimulation,2,Undirected
botulinum,disease_management,3,Undirected
botulinum_toxins,disease_management,3,Undirected
anti_inflammatory_agents,botulinum,2,Undirected
calcitonin_gene_related_inhibi,calcitonin_gene_related_peptid,4,Undirected
calcitonin_gene_related_inhibi,triptans,3,Undirected
calcitonin_gene_related_peptid,pain_management,3,Undirected
pain_management,triptans,9,Undirected
calcitonin_gene_related_peptid,molecular_targeted_therapy,9,Undirected
calcitonin_gene_related_peptid,molecular_targeted_therapy,3,Undirected
cgrp_receptor,trigeminovascular,5,Undirected
molecular_targeted_therapy,trigeminal,4,Undirected
molecular_targeted_therapy,trigeminovascular,6,Undirected
molecular_targeted_therapy,vascular,8,Undirected
trigeminal,trigeminovascular,11,Undirected
calcitonin_gene_related_inhibi,trigeminal,2,Undirected
acute_treatment,calcitonin_gene_related,2,Undirected
calcitonin_gene_related_peptid,drug_therapy,2,Undirected
diet_therapy,dietary_supplements,3,Undirected
stroke,trigeminal,2,Undirected
calcitonin_gene_related_peptid,drug_therapy,4,Undirected
emergency_department,pain_management,7,Undirected
drug_therapy,pain_management,3,Undirected
diet,propranolol,3,Undirected
central_sensitization,vascular,2,Undirected
acupuncture,fremanezumab,3,Undirected
acupuncture,trigeminal,14,Undirected
acupuncture_therapy,fremanezumab,3,Undirected
acupuncture_therapy,trigeminal,5,Undirected
anti_inflammatory_agents,treatment,3,Undirected
botulinum_toxin,trigeminovascular,2,Undirected
botulinum_toxin,vascular,3,Undirected
botulinum_toxins,cgrp_receptor,3,Undirected
calcitonin_gene_related_peptid,cortical_spreading_depression,2,Undirected
cgrp_receptor,inflammatory,4,Undirected
calcitonin_gene_related_peptid,molecular_targeted_therapy,2,Undirected
cgrp_monoclonal_antibodies,monoclonal_antibodies,2,Undirected
nerve_stimulation,transcutaneous_electrical_nerv,5,Undirected
nerve_stimulation,treatment,7,Undirected
transcranial_magnetic,transcutaneous_electrical_nerv,2,Undirected
transcranial_magnetic,treatment,4,Undirected
transcutaneous_electrical_nerv,treatment_outcome,5,Undirected
botulinum,pain_management,3,Undirected
cognitive_behavioral_therapy,propranolol,2,Undirected
pain_management,propranolol,2,Undirected
treatment,vascular,3,Undirected
trigeminal_nerve,trigeminovascular,3,Undirected
trigeminal_nerve,vascular,3,Undirected
botulinum,chronic_therapy,3,Undirected
botulinum,withholding_treatment,2,Undirected
botulinum_toxins,chronic_therapy,3,Undirected
botulinum_toxins,withholding_treatment,2,Undirected
inflammatory,valproate,2,Undirected
cluster_headache,electric_stimulation_therapy,5,Undirected
electric_stimulation_therapy,magnetic_field_therapy,2,Undirected
magnetic_field_therapy,neuromodulation,2,Undirected
headache_days,transcutaneous_electric_nerve_,6,Undirected
pain_management,transcutaneous_electric_nerve_,6,Undirected
dietary_supplements,drug_therapy,3,Undirected
pain_management,treatment,3,Undirected
cgrp_receptor_antagonists,triptans,2,Undirected
cluster_headache,molecular_targeted_therapy,3,Undirected
epilepsy,neuromodulation,3,Undirected
inflammatory,transcranial_magnetic,3,Undirected
inflammatory,transcranial_magnetic_stimulat,2,Undirected
medication_overuse_headache,tms,2,Undirected
medication_overuse_headache,transcranial_magnetic,2,Undirected
time_to_treatment,treatment_outcome,2,Undirected
headache_days,tms,8,Undirected
headache_days,transcranial_magnetic,9,Undirected
headache_days,transcranial_magnetic_stimulat,8,Undirected
emergency_department,fluid_therapy,4,Undirected
fluid_therapy,treatment_outcome,3,Undirected
biofeedback,combined_modality_therapy,4,Undirected
cognitive_behavioral_therapy,combined_modality_therapy,2,Undirected
cognitive_behavioral_therapy,triptans,2,Undirected
epilepsy,migraine_therapy,5,Undirected
epilepsy,therapy,2,Undirected
cytokines,therapy,2,Undirected
combined_modality_therapy,topiramate,3,Undirected
stress,topiramate,3,Undirected
topiramate,trigeminal,2,Undirected
behavior_therapy,relaxation,2,Undirected
behavior_therapy,relaxation_therapy,2,Undirected
biofeedback,exercise_therapy,4,Undirected
combined_modality_therapy,exercise_therapy,2,Undirected
combined_modality_therapy,relaxation,3,Undirected
exercise_therapy,relaxation_therapy,2,Undirected
pain_management,trigeminal_nerve,5,Undirected
propranolol,trigeminovascular,2,Undirected
amitriptyline,cluster_headache,2,Undirected
cluster_headache,valproate,2,Undirected
estrogen_replacement_therapy,hormonal,2,Undirected
cytokines,neurogenic_inflammation,2,Undirected
cytokines,trigeminovascular,2,Undirected
acupuncture,biofeedback,2,Undirected
acupuncture,diet,3,Undirected
acupuncture,yoga,2,Undirected
biofeedback,diet,4,Undirected
cluster_headache,diet,3,Undirected
anti_inflammatory_agents,attack_treatment,2,Undirected
anti_inflammatory_agents,nerve_stimulation,3,Undirected
attack_treatment,inflammatory,2,Undirected
attack_treatment,nerve_stimulation,2,Undirected
