Source,Target,Weight,Type,Source_Label,Target_Label
epilepsy,vagus_nerve_stimulation,5,Undirected,Epilepsy,Vagus Nerve Stimulation
transcutaneous_auricular_vagus,transcutaneous_electric_nerve_,2,Undirected,Transcutaneous Auricular Vagus Nerve Stimulation,Transcutaneous Electric Nerve Stimulation
occipital_nerve,occipital_nerve_block,3,Undirected,Occipital Nerve,Occipital Nerve Block
acupuncture_points,sham_acupuncture,2,Undirected,Acupuncture Points,Sham Acupuncture
acupuncture_therapy,sham_acupuncture,4,Undirected,Acupuncture Therapy,Sham Acupuncture
botulinum,transcranial_magnetic_stimulat,2,Undirected,Botulinum,Transcranial Magnetic Stimulation
botulinum,trigeminovascular,3,Undirected,Botulinum,Trigeminovascular
botulinum_toxins,trigeminovascular,3,Undirected,Botulinum Toxins,Trigeminovascular
chronic_pain,transcranial_magnetic_stimulat,2,Undirected,Chronic Pain,Transcranial Magnetic Stimulation
tms,vascular,3,Undirected,Tms,Vascular
transcranial_magnetic,trigeminovascular,2,Undirected,Transcranial Magnetic,Trigeminovascular
transcranial_magnetic,vascular,4,Undirected,Transcranial Magnetic,Vascular
transcranial_magnetic_stimulat,trigeminovascular,2,Undirected,Transcranial Magnetic Stimulation,Trigeminovascular
transcranial_magnetic_stimulat,vascular,4,Undirected,Transcranial Magnetic Stimulation,Vascular
cluster_headache,transcranial_magnetic_stimulat,7,Undirected,Cluster Headache,Transcranial Magnetic Stimulation
calcitonin_gene_related_inhibi,calcitonin_gene_related_peptid,4,Undirected,Calcitonin Gene-Related Inhibitors,Calcitonin Gene-Related Peptide Receptor Antagonists
calcitonin_gene_related_inhibi,vascular,3,Undirected,Calcitonin Gene-Related Inhibitors,Vascular
fremanezumab,vascular,4,Undirected,Fremanezumab,Vascular
galcanezumab,vascular,2,Undirected,Galcanezumab,Vascular
depression,trigeminal_nerve,3,Undirected,Depression,Trigeminal Nerve
nerve_stimulation,trigeminal_nerve,9,Undirected,Nerve Stimulation,Trigeminal Nerve
neuromodulation,peripheral_nerve_stimulation,2,Undirected,Neuromodulation,Peripheral Nerve Stimulation
neuromodulation,trigeminal_nerve,8,Undirected,Neuromodulation,Trigeminal Nerve
occipital_nerve,peripheral_nerve_stimulation,2,Undirected,Occipital Nerve,Peripheral Nerve Stimulation
occipital_nerve,transcutaneous_electric_nerve_,4,Undirected,Occipital Nerve,Transcutaneous Electric Nerve Stimulation
occipital_nerve,trigeminal_nerve,3,Undirected,Occipital Nerve,Trigeminal Nerve
peripheral_nerve_stimulation,transcutaneous_electric_nerve_,2,Undirected,Peripheral Nerve Stimulation,Transcutaneous Electric Nerve Stimulation
transcutaneous_electric_nerve_,trigeminal,9,Undirected,Transcutaneous Electric Nerve Stimulation,Trigeminal
transcutaneous_electric_nerve_,trigeminal_nerve,6,Undirected,Transcutaneous Electric Nerve Stimulation,Trigeminal Nerve
trigeminal,trigeminal_nerve,13,Undirected,Trigeminal,Trigeminal Nerve
calcitonin_gene_related,neuroinflammation,2,Undirected,Calcitonin Gene-Related,Neuroinflammation
depression,neuroinflammation,2,Undirected,Depression,Neuroinflammation
neuroinflammation,stress,5,Undirected,Neuroinflammation,Stress
neuroinflammation,trigeminal,4,Undirected,Neuroinflammation,Trigeminal
exercise,manual_therapy,8,Undirected,Exercise,Manual Therapy
manual_therapy,tth,3,Undirected,Manual Therapy,Tth
disease_management,headache_days,2,Undirected,Disease Management,Headache Days
duration_therapy,treatment_outcome,2,Undirected,Duration Therapy,Treatment Outcome
retreatment,treatment_outcome,3,Undirected,Retreatment,Treatment Outcome
botulinum,botulinum_neurotoxin,3,Undirected,Botulinum,Botulinum Neurotoxin
botulinum_neurotoxin,botulinum_toxins,3,Undirected,Botulinum Neurotoxin,Botulinum Toxins
calcitonin_gene_related,pathophysiology,2,Undirected,Calcitonin Gene-Related,Pathophysiology
calcitonin_gene_related_peptid,pathophysiology,2,Undirected,Calcitonin Gene-Related Peptide,Pathophysiology
pathophysiology,trigeminal,2,Undirected,Pathophysiology,Trigeminal
moh,monthly_migraine_days,2,Undirected,Moh,Monthly Migraine Days
chronic_pain,transcutaneous_electric_nerve_,2,Undirected,Chronic Pain,Transcutaneous Electric Nerve Stimulation
nerve_stimulation,neural_mechanism,2,Undirected,Nerve Stimulation,Neural Mechanism
neural_mechanism,treatment_outcome,2,Undirected,Neural Mechanism,Treatment Outcome
neural_mechanism,vagus_nerve_stimulation,2,Undirected,Neural Mechanism,Vagus Nerve Stimulation
botulinum,disease_management,3,Undirected,Botulinum,Disease Management
botulinum_toxins,disease_management,3,Undirected,Botulinum Toxins,Disease Management
anti_inflammatory_agents,botulinum,2,Undirected,Anti-Inflammatory Agents,Botulinum
calcitonin_gene_related_inhibi,calcitonin_gene_related_peptid,4,Undirected,Calcitonin Gene-Related Inhibitors,Calcitonin Gene-Related Peptide
calcitonin_gene_related_inhibi,triptans,3,Undirected,Calcitonin Gene-Related Inhibitors,Triptans
calcitonin_gene_related_peptid,pain_management,3,Undirected,Calcitonin Gene-Related Peptide,Pain Management
pain_management,triptans,9,Undirected,Pain Management,Triptans
calcitonin_gene_related_peptid,molecular_targeted_therapy,9,Undirected,Calcitonin Gene-Related Peptide,Molecular Targeted Therapy
calcitonin_gene_related_peptid,molecular_targeted_therapy,3,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Molecular Targeted Therapy
cgrp_receptor,trigeminovascular,5,Undirected,Cgrp Receptor,Trigeminovascular
molecular_targeted_therapy,trigeminal,4,Undirected,Molecular Targeted Therapy,Trigeminal
molecular_targeted_therapy,trigeminovascular,6,Undirected,Molecular Targeted Therapy,Trigeminovascular
molecular_targeted_therapy,vascular,8,Undirected,Molecular Targeted Therapy,Vascular
trigeminal,trigeminovascular,11,Undirected,Trigeminal,Trigeminovascular
calcitonin_gene_related_inhibi,trigeminal,2,Undirected,Calcitonin Gene-Related Inhibitors,Trigeminal
acute_treatment,calcitonin_gene_related,2,Undirected,Acute Treatment,Calcitonin Gene-Related
calcitonin_gene_related_peptid,drug_therapy,2,Undirected,Calcitonin Gene-Related Peptide Receptor,Drug Therapy
diet_therapy,dietary_supplements,3,Undirected,Diet Therapy,Dietary Supplements
stroke,trigeminal,2,Undirected,Stroke,Trigeminal
calcitonin_gene_related_peptid,drug_therapy,4,Undirected,Calcitonin Gene-Related Peptide,Drug Therapy
emergency_department,pain_management,7,Undirected,Emergency Department,Pain Management
drug_therapy,pain_management,3,Undirected,Drug Therapy,Pain Management
diet,propranolol,3,Undirected,Diet,Propranolol
central_sensitization,vascular,2,Undirected,Central Sensitization,Vascular
acupuncture,fremanezumab,3,Undirected,Acupuncture,Fremanezumab
acupuncture,trigeminal,14,Undirected,Acupuncture,Trigeminal
acupuncture_therapy,fremanezumab,3,Undirected,Acupuncture Therapy,Fremanezumab
acupuncture_therapy,trigeminal,5,Undirected,Acupuncture Therapy,Trigeminal
anti_inflammatory_agents,treatment,3,Undirected,Anti-Inflammatory Agents,Treatment
botulinum_toxin,trigeminovascular,2,Undirected,Botulinum Toxin,Trigeminovascular
botulinum_toxin,vascular,3,Undirected,Botulinum Toxin,Vascular
botulinum_toxins,cgrp_receptor,3,Undirected,Botulinum Toxins,Cgrp Receptor
calcitonin_gene_related_peptid,cortical_spreading_depression,2,Undirected,Calcitonin Gene-Related Peptide,Cortical Spreading Depression
cgrp_receptor,inflammatory,4,Undirected,Cgrp Receptor,Inflammatory
calcitonin_gene_related_peptid,molecular_targeted_therapy,2,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Molecular Targeted Therapy
cgrp_monoclonal_antibodies,monoclonal_antibodies,2,Undirected,Cgrp Monoclonal Antibodies,Monoclonal Antibodies
nerve_stimulation,transcutaneous_electrical_nerv,5,Undirected,Nerve Stimulation,Transcutaneous Electrical Nerve Stimulation
nerve_stimulation,treatment,7,Undirected,Nerve Stimulation,Treatment
transcranial_magnetic,transcutaneous_electrical_nerv,2,Undirected,Transcranial Magnetic,Transcutaneous Electrical Nerve Stimulation
transcranial_magnetic,treatment,4,Undirected,Transcranial Magnetic,Treatment
transcutaneous_electrical_nerv,treatment_outcome,5,Undirected,Transcutaneous Electrical Nerve Stimulation,Treatment Outcome
botulinum,pain_management,3,Undirected,Botulinum,Pain Management
cognitive_behavioral_therapy,propranolol,2,Undirected,Cognitive Behavioral Therapy,Propranolol
pain_management,propranolol,2,Undirected,Pain Management,Propranolol
treatment,vascular,3,Undirected,Treatment,Vascular
trigeminal_nerve,trigeminovascular,3,Undirected,Trigeminal Nerve,Trigeminovascular
trigeminal_nerve,vascular,3,Undirected,Trigeminal Nerve,Vascular
botulinum,chronic_therapy,3,Undirected,Botulinum,Chronic Therapy
botulinum,withholding_treatment,2,Undirected,Botulinum,Withholding Treatment
botulinum_toxins,chronic_therapy,3,Undirected,Botulinum Toxins,Chronic Therapy
botulinum_toxins,withholding_treatment,2,Undirected,Botulinum Toxins,Withholding Treatment
inflammatory,valproate,2,Undirected,Inflammatory,Valproate
cluster_headache,electric_stimulation_therapy,5,Undirected,Cluster Headache,Electric Stimulation Therapy
electric_stimulation_therapy,magnetic_field_therapy,2,Undirected,Electric Stimulation Therapy,Magnetic Field Therapy
magnetic_field_therapy,neuromodulation,2,Undirected,Magnetic Field Therapy,Neuromodulation
headache_days,transcutaneous_electric_nerve_,6,Undirected,Headache Days,Transcutaneous Electric Nerve Stimulation
pain_management,transcutaneous_electric_nerve_,6,Undirected,Pain Management,Transcutaneous Electric Nerve Stimulation
dietary_supplements,drug_therapy,3,Undirected,Dietary Supplements,Drug Therapy
pain_management,treatment,3,Undirected,Pain Management,Treatment
cgrp_receptor_antagonists,triptans,2,Undirected,Cgrp Receptor Antagonists,Triptans
cluster_headache,molecular_targeted_therapy,3,Undirected,Cluster Headache,Molecular Targeted Therapy
epilepsy,neuromodulation,3,Undirected,Epilepsy,Neuromodulation
inflammatory,transcranial_magnetic,3,Undirected,Inflammatory,Transcranial Magnetic
inflammatory,transcranial_magnetic_stimulat,2,Undirected,Inflammatory,Transcranial Magnetic Stimulation
medication_overuse_headache,tms,2,Undirected,Medication Overuse Headache,Tms
medication_overuse_headache,transcranial_magnetic,2,Undirected,Medication Overuse Headache,Transcranial Magnetic
time_to_treatment,treatment_outcome,2,Undirected,Time-To-Treatment,Treatment Outcome
headache_days,tms,8,Undirected,Headache Days,Tms
headache_days,transcranial_magnetic,9,Undirected,Headache Days,Transcranial Magnetic
headache_days,transcranial_magnetic_stimulat,8,Undirected,Headache Days,Transcranial Magnetic Stimulation
emergency_department,fluid_therapy,4,Undirected,Emergency Department,Fluid Therapy
fluid_therapy,treatment_outcome,3,Undirected,Fluid Therapy,Treatment Outcome
biofeedback,combined_modality_therapy,4,Undirected,Biofeedback,Combined Modality Therapy
cognitive_behavioral_therapy,combined_modality_therapy,2,Undirected,Cognitive Behavioral Therapy,Combined Modality Therapy
cognitive_behavioral_therapy,triptans,2,Undirected,Cognitive Behavioral Therapy,Triptans
epilepsy,migraine_therapy,5,Undirected,Epilepsy,Migraine Therapy
epilepsy,therapy,2,Undirected,Epilepsy,Therapy
cytokines,therapy,2,Undirected,Cytokines,Therapy
combined_modality_therapy,topiramate,3,Undirected,Combined Modality Therapy,Topiramate
stress,topiramate,3,Undirected,Stress,Topiramate
topiramate,trigeminal,2,Undirected,Topiramate,Trigeminal
behavior_therapy,relaxation,2,Undirected,Behavior Therapy,Relaxation
behavior_therapy,relaxation_therapy,2,Undirected,Behavior Therapy,Relaxation Therapy
biofeedback,exercise_therapy,4,Undirected,Biofeedback,Exercise Therapy
combined_modality_therapy,exercise_therapy,2,Undirected,Combined Modality Therapy,Exercise Therapy
combined_modality_therapy,relaxation,3,Undirected,Combined Modality Therapy,Relaxation
exercise_therapy,relaxation_therapy,2,Undirected,Exercise Therapy,Relaxation Therapy
pain_management,trigeminal_nerve,5,Undirected,Pain Management,Trigeminal Nerve
propranolol,trigeminovascular,2,Undirected,Propranolol,Trigeminovascular
amitriptyline,cluster_headache,2,Undirected,Amitriptyline,Cluster Headache
cluster_headache,valproate,2,Undirected,Cluster Headache,Valproate
estrogen_replacement_therapy,hormonal,2,Undirected,Estrogen Replacement Therapy,Hormonal
cytokines,neurogenic_inflammation,2,Undirected,Cytokines,Neurogenic Inflammation
cytokines,trigeminovascular,2,Undirected,Cytokines,Trigeminovascular
acupuncture,biofeedback,2,Undirected,Acupuncture,Biofeedback
acupuncture,diet,3,Undirected,Acupuncture,Diet
acupuncture,yoga,2,Undirected,Acupuncture,Yoga
biofeedback,diet,4,Undirected,Biofeedback,Diet
cluster_headache,diet,3,Undirected,Cluster Headache,Diet
anti_inflammatory_agents,attack_treatment,2,Undirected,Anti-Inflammatory Agents,Attack Treatment
anti_inflammatory_agents,nerve_stimulation,3,Undirected,Anti-Inflammatory Agents,Nerve Stimulation
attack_treatment,inflammatory,2,Undirected,Attack Treatment,Inflammatory
attack_treatment,nerve_stimulation,2,Undirected,Attack Treatment,Nerve Stimulation
attack_treatment,triptans,2,Undirected,Attack Treatment,Triptans
botulinum,transcutaneous_electric_nerve_,2,Undirected,Botulinum,Transcutaneous Electric Nerve Stimulation
botulinum_toxins,combined_modality_therapy,2,Undirected,Botulinum Toxins,Combined Modality Therapy
botulinum_toxins,transcutaneous_electric_nerve_,2,Undirected,Botulinum Toxins,Transcutaneous Electric Nerve Stimulation
calcitonin_gene_related_inhibi,nerve_stimulation,2,Undirected,Calcitonin Gene-Related Inhibitors,Nerve Stimulation
combined_modality_therapy,nerve_stimulation,2,Undirected,Combined Modality Therapy,Nerve Stimulation
combined_modality_therapy,transcutaneous_electric_nerve_,2,Undirected,Combined Modality Therapy,Transcutaneous Electric Nerve Stimulation
inflammatory,transcutaneous_electric_nerve_,2,Undirected,Inflammatory,Transcutaneous Electric Nerve Stimulation
medication_overuse,transcutaneous_electric_nerve_,2,Undirected,Medication Overuse,Transcutaneous Electric Nerve Stimulation
interventional,pulsed_radiofrequency_treatmen,2,Undirected,Interventional,Pulsed Radiofrequency Treatment
cortical_spreading_depression,tms,3,Undirected,Cortical Spreading Depression,Tms
cortical_spreading_depression,transcranial_magnetic,4,Undirected,Cortical Spreading Depression,Transcranial Magnetic
cortical_spreading_depression,transcranial_magnetic_stimulat,4,Undirected,Cortical Spreading Depression,Transcranial Magnetic Stimulation
depression,transcranial_magnetic_stimulat,6,Undirected,Depression,Transcranial Magnetic Stimulation
medication_adherence,topiramate,2,Undirected,Medication Adherence,Topiramate
anti_inflammatory_agents,menstrual,2,Undirected,Anti-Inflammatory Agents,Menstrual
disability,vagus_nerve_stimulation,3,Undirected,Disability,Vagus Nerve Stimulation
menstrual,nerve_stimulation,2,Undirected,Menstrual,Nerve Stimulation
migraine_therapy,nerve_stimulation,2,Undirected,Migraine Therapy,Nerve Stimulation
migraine_therapy,vagus_nerve_stimulation,2,Undirected,Migraine Therapy,Vagus Nerve Stimulation
nerve_stimulation,prophylactic_treatment,2,Undirected,Nerve Stimulation,Prophylactic Treatment
anti_inflammatory_agents,hospitalization,3,Undirected,Anti-Inflammatory Agents,Hospitalization
drug_costs,triptans,2,Undirected,Drug Costs,Triptans
biofeedback,vasoconstriction,2,Undirected,Biofeedback,Vasoconstriction
anti_inflammatory_agents,drug_therapy,15,Undirected,Anti-Inflammatory Agents,Drug Therapy
acupuncture_therapy,stress,3,Undirected,Acupuncture Therapy,Stress
cluster_headache,oxygen_inhalation_therapy,3,Undirected,Cluster Headache,Oxygen Inhalation Therapy
acupuncture_therapy,exercise,3,Undirected,Acupuncture Therapy,Exercise
acupuncture_therapy,exercise_therapy,2,Undirected,Acupuncture Therapy,Exercise Therapy
acupuncture_therapy,physical_therapy,2,Undirected,Acupuncture Therapy,Physical Therapy
acupuncture_therapy,tth,2,Undirected,Acupuncture Therapy,Tth
exercise_therapy,manual_therapy,2,Undirected,Exercise Therapy,Manual Therapy
exercise_therapy,treatment_outcome,3,Undirected,Exercise Therapy,Treatment Outcome
exercise_therapy,vascular,4,Undirected,Exercise Therapy,Vascular
manual_therapy,physical_therapy,5,Undirected,Manual Therapy,Physical Therapy
cortical_spreading_depression,nerve_stimulation,3,Undirected,Cortical Spreading Depression,Nerve Stimulation
cortical_spreading_depression,vagus_nerve_stimulation,3,Undirected,Cortical Spreading Depression,Vagus Nerve Stimulation
depression,vagus_nerve_stimulation,4,Undirected,Depression,Vagus Nerve Stimulation
monthly_migraine_days,treatment,2,Undirected,Monthly Migraine Days,Treatment
emergency_department,emergency_treatment,2,Undirected,Emergency Department,Emergency Treatment
emergency_treatment,treatment_outcome,2,Undirected,Emergency Treatment,Treatment Outcome
amitriptyline,calcitonin_gene_related_peptid,2,Undirected,Amitriptyline,Calcitonin Gene-Related Peptide Receptor Antagonists
acupuncture,acupuncture_moxibustion,7,Undirected,Acupuncture,Acupuncture Moxibustion
acupuncture_moxibustion,acupuncture_points,3,Undirected,Acupuncture Moxibustion,Acupuncture Points
acupuncture_moxibustion,acupuncture_therapy,6,Undirected,Acupuncture Moxibustion,Acupuncture Therapy
physical_therapy_modalities,vestibular,4,Undirected,Physical Therapy Modalities,Vestibular
physical_therapy_modalities,vestibular_migraine,3,Undirected,Physical Therapy Modalities,Vestibular Migraine
migraine_therapy,phytotherapy,3,Undirected,Migraine Therapy,Phytotherapy
brainstem,nerve_stimulation,2,Undirected,Brainstem,Nerve Stimulation
brainstem,trigeminal,5,Undirected,Brainstem,Trigeminal
disability,neuroinflammation,4,Undirected,Disability,Neuroinflammation
headache_days,neuroinflammation,2,Undirected,Headache Days,Neuroinflammation
mindfulness,nerve_stimulation,2,Undirected,Mindfulness,Nerve Stimulation
mindfulness,neuromodulation,2,Undirected,Mindfulness,Neuromodulation
nerve_stimulation,neuroinflammation,3,Undirected,Nerve Stimulation,Neuroinflammation
neuroinflammation,neuromodulation,2,Undirected,Neuroinflammation,Neuromodulation
cgrp_receptor,drug_therapy,5,Undirected,Cgrp Receptor,Drug Therapy
biofeedback,propranolol,2,Undirected,Biofeedback,Propranolol
disability,relaxation_therapy,2,Undirected,Disability,Relaxation Therapy
mindfulness,relaxation,4,Undirected,Mindfulness,Relaxation
propranolol,relaxation,2,Undirected,Propranolol,Relaxation
emergency_department,valproate,3,Undirected,Emergency Department,Valproate
erenumab,valproate,4,Undirected,Erenumab,Valproate
fremanezumab,valproate,3,Undirected,Fremanezumab,Valproate
gepants,propranolol,2,Undirected,Gepants,Propranolol
gepants,topiramate,2,Undirected,Gepants,Topiramate
cytokines,diet,2,Undirected,Cytokines,Diet
cytokines,neuroinflammation,2,Undirected,Cytokines,Neuroinflammation
diet,neuroinflammation,5,Undirected,Diet,Neuroinflammation
calcitonin_gene_related_peptid,drug_therapy,3,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Drug Therapy
drug_therapy,gepants,6,Undirected,Drug Therapy,Gepants
gepants,treatment_outcome,4,Undirected,Gepants,Treatment Outcome
calcitonin_gene_related_peptid,galcanezumab,3,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Galcanezumab
calcitonin_gene_related_peptid,preventive_treatment,2,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Preventive Treatment
erenumab,preventive_treatment,2,Undirected,Erenumab,Preventive Treatment
fremanezumab,preventive_treatment,3,Undirected,Fremanezumab,Preventive Treatment
calcitonin_gene_related,relaxation,3,Undirected,Calcitonin Gene-Related,Relaxation
gepants,trigeminovascular,2,Undirected,Gepants,Trigeminovascular
relaxation,trigeminal,4,Undirected,Relaxation,Trigeminal
diet,mediterranean_diet,4,Undirected,Diet,Mediterranean Diet
disability,mediterranean_diet,3,Undirected,Disability,Mediterranean Diet
calcitonin_gene_related,calcitonin_gene_related_peptid,3,Undirected,Calcitonin Gene-Related,Calcitonin Gene-Related Peptide Antagonists
calcitonin_gene_related_peptid,inflammatory,3,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Inflammatory
disability,transcranial_magnetic,10,Undirected,Disability,Transcranial Magnetic
disability,transcranial_magnetic_stimulat,9,Undirected,Disability,Transcranial Magnetic Stimulation
acupuncture,central_sensitization,3,Undirected,Acupuncture,Central Sensitization
central_sensitization,electroacupuncture,3,Undirected,Central Sensitization,Electroacupuncture
electroacupuncture,inflammatory,3,Undirected,Electroacupuncture,Inflammatory
electroacupuncture,trigeminal,6,Undirected,Electroacupuncture,Trigeminal
calcitonin_gene_related,electric_stimulation_therapy,4,Undirected,Calcitonin Gene-Related,Electric Stimulation Therapy
calcitonin_gene_related,vagus_nerve_stimulation,3,Undirected,Calcitonin Gene-Related,Vagus Nerve Stimulation
calcitonin_gene_related_peptid,electric_stimulation_therapy,2,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Electric Stimulation Therapy
calcitonin_gene_related_peptid,nerve_stimulation,3,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Nerve Stimulation
electric_stimulation_therapy,vagus_nerve_stimulation,3,Undirected,Electric Stimulation Therapy,Vagus Nerve Stimulation
monthly_migraine_days,stress,2,Undirected,Monthly Migraine Days,Stress
acupuncture,trigeminovascular,2,Undirected,Acupuncture,Trigeminovascular
acupuncture_therapy,trigeminovascular,2,Undirected,Acupuncture Therapy,Trigeminovascular
aerobic_exercise,treatment_outcome,2,Undirected,Aerobic Exercise,Treatment Outcome
hormone_replacement_therapy,perimenopause,2,Undirected,Hormone Replacement Therapy,Perimenopause
disability,ketogenic_diet,4,Undirected,Disability,Ketogenic Diet
acupuncture,dietary_supplements,3,Undirected,Acupuncture,Dietary Supplements
acupuncture_therapy,diet,2,Undirected,Acupuncture Therapy,Diet
acupuncture_therapy,dietary_supplements,3,Undirected,Acupuncture Therapy,Dietary Supplements
acupuncture_therapy,physical_therapy_modalities,2,Undirected,Acupuncture Therapy,Physical Therapy Modalities
migraine_treatment,therapy,2,Undirected,Migraine Treatment,Therapy
sleep_deprivation,transcranial_magnetic,2,Undirected,Sleep Deprivation,Transcranial Magnetic
exercise,migraine_treatment,3,Undirected,Exercise,Migraine Treatment
exercise_therapy,migraine_treatment,3,Undirected,Exercise Therapy,Migraine Treatment
treatment_outcome,trigeminal_nerve,4,Undirected,Treatment Outcome,Trigeminal Nerve
chronic_pain,neuromodulation,3,Undirected,Chronic Pain,Neuromodulation
neuromodulation,neuropathic_pain,2,Undirected,Neuromodulation,Neuropathic Pain
calcitonin_gene_related_peptid,propranolol,2,Undirected,Calcitonin Gene-Related Peptide,Propranolol
calcitonin_gene_related_peptid,topiramate,2,Undirected,Calcitonin Gene-Related Peptide,Topiramate
calcitonin_gene_related_peptid,propranolol,2,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Propranolol
calcitonin_gene_related_peptid,topiramate,3,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Topiramate
galcanezumab,onabotulinumtoxina,4,Undirected,Galcanezumab,Onabotulinumtoxina
onabotulinumtoxina,propranolol,4,Undirected,Onabotulinumtoxina,Propranolol
non_pharmacological_treatment,transcranial_magnetic_stimulat,2,Undirected,Non-Pharmacological Treatment,Transcranial Magnetic Stimulation
epilepsy,neuroinflammation,2,Undirected,Epilepsy,Neuroinflammation
botulinum_neurotoxin,treatment,2,Undirected,Botulinum Neurotoxin,Treatment
botulinum_neurotoxin,trigeminal,2,Undirected,Botulinum Neurotoxin,Trigeminal
cluster_headache,treatment,4,Undirected,Cluster Headache,Treatment
anti_inflammatory_agents,calcitonin_gene_related_peptid,2,Undirected,Anti-Inflammatory Agents,Calcitonin Gene-Related Peptide Receptor Use
anti_inflammatory_agents,trigeminal,2,Undirected,Anti-Inflammatory Agents,Trigeminal
calcitonin_gene_related_peptid,lasmiditan,2,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Lasmiditan
calcitonin_gene_related_peptid,transcranial_magnetic,2,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Transcranial Magnetic
lasmiditan,nerve_stimulation,2,Undirected,Lasmiditan,Nerve Stimulation
lasmiditan,transcranial_magnetic,2,Undirected,Lasmiditan,Transcranial Magnetic
disability,transcutaneous_electric_nerve_,3,Undirected,Disability,Transcutaneous Electric Nerve Stimulation
transcutaneous_electric_nerve_,transcutaneous_electrical_nerv,4,Undirected,Transcutaneous Electric Nerve Stimulation,Transcutaneous Electrical Nerve Stimulation
cgrp_monoclonal_antibodies,gepants,2,Undirected,Cgrp Monoclonal Antibodies,Gepants
nerve_stimulation,trigeminovascular,2,Undirected,Nerve Stimulation,Trigeminovascular
nerve_stimulation,vascular,3,Undirected,Nerve Stimulation,Vascular
trigeminovascular,vagus_nerve_stimulation,2,Undirected,Trigeminovascular,Vagus Nerve Stimulation
vagus_nerve_stimulation,vascular,3,Undirected,Vagus Nerve Stimulation,Vascular
nerve_stimulation,vestibular,5,Undirected,Nerve Stimulation,Vestibular
nerve_stimulation,vestibular_migraine,3,Undirected,Nerve Stimulation,Vestibular Migraine
calcitonin_gene_related,transcranial_magnetic_stimulat,3,Undirected,Calcitonin Gene-Related,Transcranial Magnetic Stimulation
monthly_migraine_days,transcranial_magnetic_stimulat,2,Undirected,Monthly Migraine Days,Transcranial Magnetic Stimulation
repetitive_transcranial_magnet,tms,5,Undirected,Repetitive Transcranial Magnetic Stimulation,Tms
repetitive_transcranial_magnet,transcranial_magnetic,5,Undirected,Repetitive Transcranial Magnetic Stimulation,Transcranial Magnetic
repetitive_transcranial_magnet,transcranial_magnetic_stimulat,5,Undirected,Repetitive Transcranial Magnetic Stimulation,Transcranial Magnetic Stimulation
anxiety,neuromodulation,3,Undirected,Anxiety,Neuromodulation
stms,tms,3,Undirected,Stms,Tms
stms,transcranial_magnetic,3,Undirected,Stms,Transcranial Magnetic
medication_overuse_headache,pain_management,3,Undirected,Medication Overuse Headache,Pain Management
acute_migraine_treatment,medication_overuse_headache,2,Undirected,Acute Migraine Treatment,Medication Overuse Headache
acute_migraine_treatment,neuromodulation,6,Undirected,Acute Migraine Treatment,Neuromodulation
acute_migraine_treatment,pain_management,4,Undirected,Acute Migraine Treatment,Pain Management
acute_migraine_treatment,remote_electrical_neuromodulat,3,Undirected,Acute Migraine Treatment,Remote Electrical Neuromodulation
acute_migraine_treatment,treatment_outcome,4,Undirected,Acute Migraine Treatment,Treatment Outcome
nonpharmacological_treatment,treatment_outcome,2,Undirected,Nonpharmacological Treatment,Treatment Outcome
pain_management,remote_electrical_neuromodulat,5,Undirected,Pain Management,Remote Electrical Neuromodulation
headache_related_disability,treatment_outcome,2,Undirected,Headache-Related Disability,Treatment Outcome
anti_inflammatory_agents,fluid_therapy,3,Undirected,Anti-Inflammatory Agents,Fluid Therapy
disability,magnetic_field_therapy,2,Undirected,Disability,Magnetic Field Therapy
disability,trigger_points,3,Undirected,Disability,Trigger Points
magnetic_field_therapy,treatment_outcome,3,Undirected,Magnetic Field Therapy,Treatment Outcome
magnetic_field_therapy,trigger_points,2,Undirected,Magnetic Field Therapy,Trigger Points
radiotherapy,stroke_like_migraine_attacks_a,2,Undirected,Radiotherapy,Stroke-Like Migraine Attacks After Radiation Therapy Syndrome
occipital_nerve_block,pain_management,2,Undirected,Occipital Nerve Block,Pain Management
acupuncture_points,calcitonin_gene_related,4,Undirected,Acupuncture Points,Calcitonin Gene-Related
acupuncture_points,calcitonin_gene_related_peptid,2,Undirected,Acupuncture Points,Calcitonin Gene-Related Peptide
acute_treatment,pain_management,4,Undirected,Acute Treatment,Pain Management
electric_stimulation_therapy,non_pharmacological_treatment,2,Undirected,Electric Stimulation Therapy,Non-Pharmacological Treatment
neuromodulation,non_pharmacological_treatment,3,Undirected,Neuromodulation,Non-Pharmacological Treatment
non_pharmacological_treatment,pain_management,2,Undirected,Non-Pharmacological Treatment,Pain Management
non_pharmacological_treatment,remote_electrical_neuromodulat,2,Undirected,Non-Pharmacological Treatment,Remote Electrical Neuromodulation
